,content,Genre,Description Style
47,"<p class=""TEXT"">এসব কার্যক্রমের ফলাফলও হাতেনাতে পাচ্ছেন ক্লাবটির সদস্যরা। ক্লাবের সহসভাপতি খালিদ রহমান অর্জনের কথা বলতে গিয়ে বেশ কয়েকটি জাতীয় ও আন্তর্জাতিক প্রতিযোগিতার নাম বললেন। জানালেন, ‘ক্লাব প্রতিষ্ঠার পর থেকে এসব প্রতিযোগিতায় প্রথম পুরস্কারসহ অনেকগুলো অ্যাওয়ার্ড জিতেছে আমাদের সদস্যরা।’</p>","['Education', 'Sports']",Commentary
48,"<p class=""TEXT"">নতুন, প্রতিভাবান আলোকচিত্রীদের খুঁজে বের করতে প্রতিবছর দুটি প্রদর্শনীর আয়োজন করে অস্টপিসি। এক সেমিস্টারে প্রদর্শনী হয় নিজ বিশ্ববিদ্যালয়ের ভেতরেই। সেখানে অংশগ্রহণ করতে পারেন কেবল আহছানউল্লাহ বিজ্ঞান ও প্রযুক্তি বিশ্ববিদ্যালয়ের শিক্ষার্থীরা। আর পরের সেমিস্টারে আয়োজন করা হয় আন্তর্জাতিক প্রদর্শনী। রাজধানীর দৃক গ্যালারিতে ২৩-২৫ জুলাই বসবে এবারের প্রদর্শনী ‘ড্রিম বিয়ন্ড ইমাজিনেশন ৪’-এর আসর।</p>","['Culture', 'Education']",Straight
49,"<p class=""TEXT"">কিন্তু এত কিছুর লক্ষ্যটা আসলে কী? আলাপের শেষে খালিদ রহমান বলছিলেন, ‘ব্যক্তিগতভাবে আমি চাই ক্লাবের প্রতিটি সদস্য ছবি যেমনই তুলুক না কেন, মন থেকে যেন ছবিকে ভালোবাসতে পারে। এটা তাদের ভেতর ঢুকিয়ে দিতে পারলে আমরা সার্থক। লেগে থাকলে ভালো ছবি এমনিই আসবে। ভালোবাসাটা জরুরি।’</p>","['Culture', 'Discourse']",Commentary
50,"<p>টানা দুই ম্যাচ জয়ের সর্বশেষ স্মৃতিটা ছয় মাস আগের। অ্যান্টিগাতে আবার সেটির পুনরাবৃত্তি করে ইংল্যান্ড ওয়েস্ট ইন্ডিজের সঙ্গে তিন ম্যাচের ওয়ানডে সিরিজ জিতল ২-১ ব্যবধানে। পরশু শেষ ওয়ানডেতে ওয়েস্ট ইন্ডিজকে ২৫ রানে হারিয়েছে স্টুয়ার্ট ব্রডের ইংল্যান্ড।<br />টসে হেরে ব্যাট করতে নেমে ৩৭ রানেই ইংল্যান্ড হারিয়ে ফেলে মাইকেল লাম্ব ও বেন স্টোকসকে। এরপর ২৪ ওভারের মধ্যে (দলীয় ১১৬ রানে) মঈন আলী ও এউইন মরগানও যান ফিরে। কিন্তু ভাঙা আঙুল নিয়েও দলকে পথ দেখিয়েছেন জো রুট। তাঁকে যোগ্য সঙ্গ দিয়েছেন জস বাটলার। দুজনে যোগ করেছেন ১৭৫ রান, পঞ্চম উইকেটে ইংল্যান্ডের দ্বিতীয় সর্বোচ্চ। বাটলার (৯৯) মাত্র ১ রানের জন্য সেঞ্চুরিটা মিস করলেও ম্যাচ ও সিরিজ-সেরা রুট (১০৭) সেটা ঠিকই পেয়েছেন। ইংল্যান্ড তাই ওয়েস্ট ইন্ডিজকে দিতে পারে ৩০৪ রানের লক্ষ্য।<br />ওয়েস্ট ইন্ডিজ শুরু থেকেই হাঁটতে শুরু করে উল্টো পথে। ৮০ রানে নেই প্রথম পাঁচ ব্যাটসম্যান। এরপর শুরু ‘দিনেশ রামদিন শো’। প্রথমে ব্রাভো, পরে সামিকে নিয়ে দলকে লক্ষ্যে পৌঁছানোর চেষ্টা করেছেন আপ্রাণ। কিন্তু শেষ পর্যন্ত পারেননি। শেষ ব্যাটসম্যান হিসেবে যখন আউট হলেন, রামদিনের নামের পাশে ১২৮ রান (১০৯ বলে, ১২ চার, ৫ ছয়)। ক্যারিবীয় কোনো উইকেটকিপারের এটাই প্রথম ওয়ানডেতে সেঞ্চুরি। ওয়েবসাইট।</p>",['Sports'],Straight
51,"<p>ইরানের প্রেসিডেন্ট হাসান রুহানি বলেছেন, তাঁর দেশের পারমাণবিক কর্মসূচি নিয়ে পাশ্চাত্যের সঙ্গে একটি স্থায়ী চুক্তির জন্য আলোচনার সময় ফুরিয়ে যাচ্ছে। শুক্রবার নিউইয়র্কে এক সংবাদ সম্মেলনে এই সতর্কবাণী উচ্চারণ করেন তিনি। খবর এএফপির।<br />প্রেসিডেন্ট রুহানি বলেন, জাতিসংঘ সাধারণ পরিষদের অধিবেশনের ফাঁকে ইরান ও ছয় বিশ্বশক্তির মধ্যে আলোচনায় সামান্যই অগ্রগতি হয়েছে। সামনের দিকে এগোনো হয়েছে। কিন্তু এই অগ্রগতি উল্লেখযোগ্য নয়।<br />তেহরানের বিতর্কিত পারমাণবিক কর্মসূচির বিষয়ে ইরানের সঙ্গে পাশ্চাত্য বর্তমানে একটি অস্থায়ী সমঝোতায় রয়েছে। স্থায়ী সমঝোতার জন্য যে সময়সীমা নির্ধারণ করা হয়েছিল, তা আগামী ২৪ নভেম্বর শেষ হয়ে যাচ্ছে।<br />পাশ্চাত্যের সঙ্গে ইরানের চলমান সংলাপে মূলত তেহরানের ওপর থেকে পশ্চিমা অবরোধ তুলে নেওয়া এবং বিনিময়ে ইরানের ইউরেনিয়াম সমৃদ্ধ করার কর্মসূচির মাত্রা কমিয়ে আনার ওপরে আলোকপাত করা হচ্ছে। গত বছর সুইজারল্যান্ডের জেনেভায় যে অস্থায়ী চুক্তি হয়েছিল, তার ভিত্তিতে এরই মধ্যে কিছু অবরোধ তুলে নেওয়া হয়েছে এবং ইরানও ইউরেনিয়াম সমৃদ্ধ করার কর্মসূচির অনেকটা বন্ধ না হয় স্থগিত করেছে।<br />ইরান প্রয়োজনীয় নমনীয়তা দেখিয়েছে দাবি করে রুহানি বলেন, এখন এই আলোচনা এগিয়ে নেওয়ার দায়িত্ব ছয় বিশ্বশক্তি যুক্তরাষ্ট্র, যুক্তরাজ্য, চীন, ফ্রান্স, রাশিয়া ও জার্মানির। অবিলম্বে আলোচনায় অগ্রগতি করার আহ্বান জানিয়ে তিনি বলেন, ‘হাতে সময় একেবারেই কম।’<br />এদিকে নিউইয়র্কের আলোচনার পর যুক্তরাষ্ট্রের একজন কর্মকর্তা বলেছেন, দুই পক্ষের মধ্যে এখনো বড় ব্যবধান রয়ে গেছে।</p>","['International Affairs', 'Politics']",Straight
52,"কুড়িগ্রামে ৩য় দফা নির্বাচনকে সামনে রেখে ৪র্থ উপজেলা পরিষদ নির্বাচন বিষয়ে মতবিনিময় সভা অনুষ্ঠিত হয়েছে। বৃহস্পতিবার সকালে জেলা প্রশাসকের সম্মেলন কক্ষে জেলা প্রশাসনের কর্মকর্তা ও স্থানীয় সাংবাদিকদের সঙ্গে মতবিনিময় করেন নির্বাচন কমিশনার মোহাম্মদ আবু হাফিজ। জেলা প্রশাসক এবিএম আজাদের সভাপতিত্বে বক্তব্য রাখেন অতিরিক্ত জেলা প্রশাসক সার্বিক ইমতিয়াজ হোসেন, অতিরিক্ত পুলিশ সুপার শাহাব উদ্দিন, জেলা নির্বাচন অফিসার তাজুল ইসলাম প্রমুখ। আলোচনায় বক্তারা সুষ্ঠু ও শান্তিপূর্ণ নির্বাচনে আইন-শৃংখলাসহ সার্বিক পরিস্থিতি বজায় রাখার দিক নির্দেশনা প্রদান করেন।","['Government actions', 'Politics']",Straight
53,"<p>দ্রব্যমূল্য বাড়ার জন্য খুচরা ব্যবসায়ীরাই দায়ী বলে মনে করে দ্রব্যমূল্য তদারকসংক্রান্ত আন্ত-মন্ত্রণালয় কমিটি। কমিটি যাচাই করে বলেছে, পাইকারি বাজারে কোনো পণ্যের দর ৫ শতাংশ বাড়লে, খুচরা ব্যবসায়ীরা তা বাড়িয়ে দেয় ২০ শতাংশ। এর প্রভাব পড়ে সাধারণ ভোক্তাদের ওপর। গতকাল সোমবার বাণিজ্য মন্ত্রণালয়ে দ্রব্যমূল্য তদারকসংক্রান্ত আন্তমন্ত্রণালয় বৈঠকে এসব তথ্য উপস্থাপন করা হয়। কমিটির আহ্বায়ক বাণিজ্য মন্ত্রণালয়ের অতিরিক্ত সচিব মোস্তফা মহিউদ্দিনের সভাপতিত্বে অনুষ্ঠিত এ বৈঠকে অর্থ ও স্বরাষ্ট্র মন্ত্রণালয়, জাতীয় রাজস্ব বোর্ড, বাংলাদেশ ব্যাংক, বিএসটিআই, এফবিসিসিআই ও টিসিবির প্রতিনিধিরা উপস্থিত ছিলেন।জানা গেছে, রমজান মাসে চিনি ও ডালের দাম স্থিতিশীল রাখতে টিসিবির মাধ্যমে (ট্রেডিং করপোরেশন অব বাংলাদেশ) আমদানির সুপারিশ করা হয়েছে বৈঠকে। এ ছাড়া ১৯৫৩ সালের পুরোনো ‘মজুদবিরোধী আইন’ যুগোপযোগী করারও সুপারিশ করা হয়েছে। বৈঠকে বলা হয়, কয়েক দিন ধরে বাজারে চাল-ডালসহ নিত্যপ্রয়োজনীয় প্রায় সব পণ্যের দামই কমেছে। বেড়েছে শুধু ভোজ্যতেল ও হলুদের দাম। হলুদের দাম স্থিতিশীল রাখতে শিগগিরই শ্যামবাজারের পাইকারি ব্যবসায়ীদের সঙ্গে আলোচনায় বসার সিদ্ধান্ত হবে। বৈঠকে পাইকারি ও খুচরা বাজারের জিনিসপত্রের দামের একটি তুলনামূলক চিত্র উপস্থাপন করে বলা হয়, পাইকারি বাজারে দাম কমলেও খুচরা বাজারে তার খুব একটা প্রভাব নেই। এ ব্যাপারে সংশ্লিষ্ট মন্ত্রণালয় ও বিভাগকে প্রয়োজনীয় ব্যবস্থা গ্রহণের সুপারিশ করা হয়।প্রতিবছরই রমজান মাসে চিনি ও ডালের চাহিদা বেড়ে যায়। এ বিষয়টি বিবেচনায় রেখে টিসিবির মাধ্যমে ব্রাজিল থেকে চিনি ও অন্য দেশ থেকে ডাল আমদানির সুপারিশ করা হয় বৈঠকে। গতকাল বাজার ঘুরে দেখা গেছে, সব ধরনের চাল, ডাল, চিনি ও পেঁয়াজ-রসুনের দাম কিছু কমেছে। আলু, আটা, ভোজ্যতেলসহ শাকসবজির দাম অপরিবর্তিত রয়েছে। তবে চিনি রপ্তানি বন্ধ করার ঘোষণায় চিনির দাম অনেক কমেছে। খুচরা বাজারে চিনির দাম কেজিতে পাঁচ-ছয় টাকা পর্যন্ত কমেছে। চালের মধ্যে মিনিকেট, নাজিরশাইল ও পাইজামের দাম কেজিতে গড়ে দুই টাকা কমেছে। চাল ব্যবসায়ীরা জানান, পোলাওর চালের দামও ৮ থেকে ১০ টাকা কমেছে। মোটা চাল প্রতি কেজির দর প্রকারভেদে ২৫ থেকে ২৬ টাকা, মাঝারিমানের নাজিরশাইল বা মিনিকেটের দাম ৩৮ থেকে ৪০ টাকা। উন্নতমানের নাজির-মিনিকেট কিনতে হলে ক্রেতাকে প্রতি কেজির জন্য গুনতে হচ্ছে ৪০ থেকে ৪৫ টাকা। পাইজামের কেজি ৩২ থেকে ৩৫ টাকা, আর মিনিকেট ৪২ থেকে ৪৪ টাকা ও কালিজিরা ৭০-৭২ টাকায় বিক্রি হচ্ছে। এক সপ্তাহের ব্যবধানে পেঁয়াজের দাম কমেছে কেজিতে দুই টাকা, রসুনের দর কমেছে পাঁচ টাকা। আটার দাম না কমলেও মশুর ডালের দাম কিছুটা কমতির দিকে। নেপাল থেকে আমদানি করা ডালের দর কেজিতে দুই থেকে চার টাকা কমে ১০২ টাকা থেকে ১০৪ টাকায় বিক্রি হচ্ছে। দেশি মশুরের ডাল ১০০ টাকা, তুরস্কের মশুরের ডাল (বড় দানা) ৭৫ টাকা থেকে ৮০ টাকায় বিক্রি হচ্ছে। খোলা আটার দাম ২১ থেকে ২২ টাকা এবং প্যাকেটজাত আটা বিক্রি হচ্ছে ২৩ থেকে ২৪ টাকায়। গত সপ্তাহে মানভেদে চিনি বিক্রি হয়েছিল ৫০ থেকে ৫২ টাকা দরে, গতকালের দর ছিল ৪৭ থেকে ৪৮ টাকা। ভারতীয় পেঁয়াজ বিক্রি হচ্ছে ১৬ থেকে ১৮ টাকায়, আর দেশি পেঁয়াজ ২০ থেকে ২২ টাকা। এক সপ্তাহ আগেও ভারতীয় পেঁয়াজ ১৮ থেকে ২০ টাকা ও দেশি পেঁয়াজ ২৪ থেকে ২৫ টাকায় বিক্রি হয়েছে। দেশি রসুন মানভেদে ৭০ থেকে ৭৫ টাকা আর চীনের রসুন মানভেদে ১০০ টাকা থেকে ১০৫ টাকা দরে বিক্রি হচ্ছে। দেশি আদার দর ৭০ টাকা ও চীনের আদা ১০৫ টাকা। খুচরা বাজারে আলুর দর বর্তমানে প্রতি কেজি ১০ টাকা। খোলা সয়াবিন তেল প্রতি কেজি ৮০-৮২ টাকা, সুপার পাম ৬৮ টাকা ও সাধারণ পাম তেল ৬৪ টাকা দরে বিক্রি হচ্ছে।কারওয়ান বাজারের চাল ব্যবসায়ী মো. মাঈনউদ্দিন মানিক জানান, পাইকারি বাজারে চালের দর যে হারে কমেছে, খুচরা বাজারে সেভাবে কমেনি। তবে আগামী এক মাসের মধ্যে বাজারে নতুন চাল চলে এলে তখন দর আরও কমবে। ফলে কোনো ব্যবসায়ী নতুন করে চাল আড়তে তুলছেন না। বরং পুরোনো মজুদ ছেড়ে দিচ্ছেন। ফলে মিলের মালিকেরা দাম কমালেও খুচরা বাজারে খুব বেশি প্রভাব পড়েনি।</p>","['Government actions', 'Business & Economy', 'Discourse']",Straight
54,"<p>মায়েদেরও সংবর্ধনাফেনীর সোনাগাজী উপজেলা পরিষদের পক্ষ থেকে গত শুক্রবার বিকেলে এবারের এসএসসি ও দাখিল পরীক্ষায় জিপিএ-৫ পাওয়া কৃতী শিক্ষার্থী ও তাদের মায়েদের সংবর্ধনা দেওয়া হয়েছে। উপজেলা পরিষদ মিলনায়তনে অনুষ্ঠানে প্রধান অতিথি ছিলেন জেলা প্রশাসক মো. আবদুল কুদ্দুস খান। বক্তব্য দেন উপজেলা নির্বাহী কর্মকর্তা (ইউএনও) কে এম আবদুল ওয়াদুদ, উপজেলা ভাইস চেয়ারম্যান জান্নাতুল ফেরদৌস, কবির আহম্মদ, মনিরা ইয়াসমিন ও নিজাম উদ্দিন। ফেনী অফিসউদীচীর বিভাগীয় প্রশিক্ষণদিনাজপুরে বাংলাদেশ উদীচী শিল্পী গোষ্ঠীর রাজশাহী বিভাগীয় সাংগঠনিক প্রশিক্ষণ গত শুক্রবার অনুষ্ঠিত হয়েছে। বেলা ১১টায় উদীচী প্রাঙ্গণে প্রশিক্ষণের উদ্বোধন করেন দিনাজপুর উদীচীর উপদেষ্টা মো. আবুল কালাম আজাদ। দিনব্যাপী প্রশিক্ষণে উদীচী শিল্পী গোষ্ঠীর প্রতিষ্ঠার ইতিহাস, লক্ষ্য-উদ্দেশ্য, গঠনতন্ত্রসহ বিভিন্ন বিষয়ে আলোচনা করা হয়। দিনাজপুর ছাড়াও ঠাকুরগাঁও, পঞ্চগড় ও নীলফামারীর উদীচীর ৭৫ জন শিল্পী, কর্মী ও সংগঠক প্রশিক্ষণে অংশ নেন। দিনাজপুর অফিসদুই ব্যবসায়ী নিখোঁজমাদারীপুর শহরের পুরান বাজারের দুই ব্যবসায়ী মালামাল ক্রয়ের জন্য নরসিংদীর বাবুরহাটে যাওয়ার পথে নিখোঁজ হয়েছেন। নিখোঁজ ব্যবসায়ীরা হলেন মোক্তার হোসেন ও সেন্টু বেপারি। তাঁরা গত বৃহস্পতিবার দোকানের মালামাল ক্রয়ের জন্য নরসিংদীর বাবুরহাটের উদ্দেশে রওনা দেন। এ ঘটনায় মোক্তার হোসেনের ভাই আকতার হোসেন মাদারীপুর সদর থানায় একটি সাধারণ ডায়েরি করেছেন। কেউ খোঁজ পেলে মাদারীপুর সদর থানায় যোগাযোগের জন্য অনুরোধ করা হয়েছে। মাদারীপুর প্রতিনিধিলাশ দেখে মৃত্যুআদরের নাতনি সালমা আক্তারের (৭) লাশ দেখে মারা গেলেন দাদা আবু তাহের (৬৫)। মর্মান্তিক এই ঘটনাটি ঘটেছে গত বৃহস্পতিবার বিকেলে নোয়াখালীর সেনবাগ উপজেলার ধর্মপুর গ্রামে। বৃহস্পতিবার ওই গ্রামের আনিসুর রহমানের মেয়ে প্রথম শ্রেণীর ছাত্রী সালমা পুকুরে ডুবে মারা যায়। নাতনির লাশ দেখে কাঁদতে কাঁদতে জ্ঞান হারিয়ে ফেলেন আবু তাহের। স্থানীয় একটি ক্লিনিকে নেওয়ার পর মারা যান তিনি। সেনবাগ (নোয়াখালী) প্রতিনিধিগলা টিপে হত্যা পাবনার ঈশ্বরদী পৌর এলাকার ফতেমোহাম্মদপুরে গত শুক্রবার রাতে এক মাদকসেবী তাঁর স্ত্রীকে গলা টিপে হত্যা করেছেন। পুলিশ স্বামী মিলনকে (২৫) তাঁর বাড়ি থেকে আটক করেছে। মিলন থানায় সাংবাদিকদের জানান, শুক্রবার রাতে নেশা বেশি হওয়ায় মাথা ঠিক ছিল না। সে সময় যৌতুকের টাকার কথা মনে পড়ে। গালাগালি শুরু করলে তাঁর স্ত্রী সোনিয়া রেগে যান। একপর্যায়ে তিনি গলা টিপে ধরলে সোনিয়া মারা যান।  ঈশ্বরদী (পাবনা) প্রতিনিধিজেলার শ্রেষ্ঠমৌলভীবাজার জেলার ২০০৮ সালের শ্রেষ্ঠ প্রাথমিক বিদ্যালয় নির্বাচিত হয়েছে সদর উপজেলার বরকাপন প্রাথমিক বিদ্যালয়। বিদ্যালয়ের প্রধান শিক্ষক আয়েশা শাহনাজ জানান, এলাকার শতভাগ শিশুকে বিদ্যালয়ে ভর্তি, তাদের উপস্থিতি নিশ্চিত করা ও বৃত্তিতে শতভাগ পাসের মূল্যায়ন করে শ্রেষ্ঠ বিদ্যালয় নির্বাচন করা হয়েছে। তিনি বলেন, ‘বিদ্যালয়কে এ পর্যায়ে নিয়ে আসতে শিক্ষকদের অনেক শ্রম দিতে হয়েছে।’ মৌলভীবাজার প্রতিনিধিদুই ডাকাত গ্রেপ্তারগাজীপুরের কালিয়াকৈর উপজেলার কালামপুর এলাকা থেকে গত বৃহস্পতিবার রাতে দুই ডাকাতকে গ্রেপ্তার করেছে পুলিশ। পুলিশ জানায়, কালামপুর এলাকার গজারিবনের ভেতরে ১০-১২ জনের একটি দল ডাকাতির প্রস্তুতি নিচ্ছিল। এ সময় পুলিশ তাদের ধাওয়া করে লাল মিয়া ওরফে নয়ন (২২) ও আবু সাইদ (২৫) নামের দুজনকে গ্রেপ্তার করে। অন্যরা পালিয়ে যায়। কালিয়াকৈর থানার সহকারী উপপরিদর্শক (এএসআই) আবু তাহের ঘটনার সত্যতা নিশ্চিত করেছেন। কালিয়াকৈর (গাজীপুর) প্রতিনিধি</p>","['Government actions', 'Education', 'Crime', 'Health', 'Discourse']",Straight
55,"<p>বসতঘরের টিনের চাল বিদ্যুতায়িত হয়েছিল। এক নারী তাতে বিদ্যুৎস্পৃষ্ট হন। মাকে বিদ্যুৎস্পৃষ্ট হতে দেখে এগিয়ে আসেন মেয়ে। এতে মা-মেয়ে দুজনই বিদ্যুৎস্পৃষ্ট হয়ে আহত হন। গুরুতর আহতাবস্থায় হাসপাতালে নেওয়ার পথে মেয়ের মৃত্যু হয়। গত সোমবার সন্ধ্যায় পাবনার আটঘরিয়া উপজেলার নওদাপাড়া গ্রামে এ ঘটনা ঘটে। প্রত্যক্ষদর্শীরা জানান, বৃষ্টির কারণে শর্টসার্কিট হয়ে আছিয়া খাতুনের (৪০) বসতঘরের টিনের চাল বিদ্যুতায়িত হয়। তিনি ঘরের কাজ করতে গিয়ে বিদ্যুৎস্পৃষ্ট হন। বিষয়টি দেখতে পেয়ে সাজু খাতুন (২৬) মাকে বাঁচাতে ছুটে যান। এতে দুজনই বিদ্যুৎস্পৃষ্ট হন। কিছুক্ষণ পর প্রতিবেশীরা দুজনকে উদ্ধার করেন। পরে গুরুতর আহতাবস্থায় দুজনকে আটঘরিয়া উপজেলা স্বাস্থ্য কমপ্লেক্সে নেওয়ার পথে সাজুর মৃত্যু হয়।</p>","['Crime', 'Health']",Straight
56,"<p>ইউনিট-৮, লেসন-১ ও ২<br />প্রিয় শিক্ষার্থী, আজ ইংরেজি পাঠ্যবইয়ের ইউনিট-৮, লেসন-১ ও ২ নিয়ে আলোচনা করব।</p>",['Education'],Straight
57,"<p>Read the text and answer the questions 1, 2, 3 and 4.<br />Sima is at home. She didn’t go to school because she is ill. She has a cough and a sore throat. She also feels very warm because she has a fever. She has the flu. The doctor visited Sima today. She needs some medicines. He also told her what to do in order to get well soon.<br />The doctor’s advice:<br />Eat food that gives your body energy. Try to eat, even if you aren’t hungry. You need to be strong.<br />Rest! Stay at home. Don’t go to school or work.<br />Drink a lot of water or juice. They are better than soft drinks.<br />Are you coughing or sneezing? Cover your mouth or nose! Use a tissue, not your hand!<br />Wash your hands regularly.<br />Use your own plate, glass and cup. Other people can catch your illness from these things.</p>","['Health', 'Education']",Straight
58,<p>1. Write only the answer on the answer paper.<br />i. Sima is suffering from —.<br />a. dysentery b. cholera<br />c. flu d. headache<br />ii. What does the doctor prescribe?<br />a. Medicines b. Books<br />c. Food d. Games<br />iii. What gives us energy?<br />a. Money b. Food<br />c. Fruits d. Drinks<br />iv. Sima is advised to take —.<br />a. fruits b. medicine<br />c. vegetables d. rest<br />v. Sima is to stay at home because —.<br />a. she is sick<br />b. she is attacked by somebody<br />c. her school is closed<br />d. she loves to be at home<br />vi. What should we cover our mouth with?<br />a. A sack b. A tissue<br />c. A bag d. A pot<br />vii. How should Sima be while using her own glass and plate?<br />a. Careless b. Ignorant<br />c. Indifferent d. Careful<br />viii. What should Sima stop spreading?<br />a. Virus b. Storm<br />c. Dirt d. Temperature<br />ix. Sima is —.<br />a. a teacher b. a nurse<br />c. a student d. a housewife<br />x. When should she cover her mouth and nose?<br />a. While going b. While reading<br />c. While playing d. While coughing<br />Answer to the question no-1<br />i. c. flu; ii. a. Medicines; iii. b. Food;<br />iv. d. rest; v. a. she is sick; vi. b. A tissue;<br />vii. d. Careful; viii. a. Virus;<br />ix. c. a student; x. d. While coughing.</p>,['Education'],Straight
59,<p>2. Match the words of the Column A with their meanings that is mentioned in the text Column B.<br />Column A Column B<br />a. Sore i. A pair of shoes<br />b. Throat ii. Having a large number<br />c. Prescribe iii. Mental and physical effort<br />d. Stay iv. An uncomfortable feeling of pain<br />e. Energy v. To suggest something<br />vi. The front part of neck<br />vii. To continue to be in a place<br />Answer to the question no-2<br />a. Sore ╛iv. An uncomfortable feeling of pain<br />b. Throat ╛vi. The front part of neck<br />c. Prescribe ╛ v. To suggest something<br />d. Stay ╛ vii. To continue to be in a place<br />e. Energy ╛ iii. Mental and physical effort</p>,['Education'],Straight
60,<p>3. Answer the following questions in sentences.<br />a. Why didn’t Sima go to school?<br />b. What does the doctor prescribe Sima?<br />c. What we can do to avoid spreading flu to others.<br />d. What does the doctor say?<br />e. What has Sima got?<br />f. Who is at home?<br />g. What has the doctor suggested Sima to drink?<br />h. Why has the doctor told Sima to stay at home?</p>,"['Education', 'Health']",Straight
61,"<p>Answer to the question no-3<br />a. Sima didn't go to school because she is ill.<br />b. The doctor prescribes Sima some medicines.<br />c. We can be careful to avoid spreading flu to others. While sneezing, we can cover our mouth and nose with a tissue. Also we can be careful to use our own plate and glass.<br />d. The doctor says that Sima has got the flu.<br />e. Sima has got flu.<br />f. Sima is at home.<br />g. The doctor has suggested Sima to drink a lot of liquids.<br />h. The doctor has told Sima to stay at home because she needs rest.</p>","['Health', 'Education']",Straight
62,"<p>4. Write a short composition of five sentences on “Your Illness”.<br />Answer to the question no-4<br />I am ill. I have been suffering from fever. I cannot go to school. I miss important classes. I am under treatment of a good doctor named Dr Huda.<br />শিক্ষক<br />বীরশ্রেষ্ঠ মুন্সী আব্দুর রউফ পাবলিক কলেজ, ঢাকা</p>",['Education'],Straight
63,"কুমিল্লা-৭ আসনের সংসদ সদস্য অধ্যাপক মো. আলী আশরাফের মৃত্যুর এক সপ্তাহ পার হয়নি। এখন পর্যন্ত ওই আসনটি শূন্য ঘোষণা করেনি নির্বাচন কমিশন (ইসি)। এর মধ্যেই এই আসনে উপনির্বাচনে বঙ্গবন্ধু শেখ মুজিব মেডিকেল বিশ্ববিদ্যালয়ের সাবেক ভিসিকে ও কুমিল্লা উত্তর জেলা আওয়ামী লীগের সহসভাপতি ডা. প্রাণ গোপাল দত্তকে প্রস্তুতি থাকতে প্রধানমন্ত্রী নির্দেশ দিয়েছেন বলে খবর বেরিয়েছে। গত ৩ আগস্ট bbcdhaka24.com নামের একটি নিউজ পোর্টাল ‘কুমিল্লা-৭ (চান্দিনা) আসনের উপনির্বাচনের জন্য ডা. প্রাণ গোপাল দত্তকে প্রস্তুতির জন্য নির্দেশ দিয়েছেন জননেত্রী শেখ হাসিনা’ শীর্ষক শিরোনামে একটি সংবাদ প্রকাশ করে।ওই সংবাদটি মিথ্যা ও উদ্দেশ্যপ্রণোদিত দাবি করে থানায় সাধারণ ডায়েরি (জিডি) করেন চান্দিনা উপজেলা কৃষক লীগের একজন নেতা।বুধবার রাতে ওই নিউজ পোর্টাল ও তার ফেসবুক আইডির বিরুদ্ধে চান্দিনা উপজেলা আওয়ামী কৃষক লীগ সাংগঠনিক সম্পাদক ফয়সাল বারী মুকুল ওই জিডি করেন।ফয়সাল বারী মুকুল বলেন, bbcdhaka24.com নামের একটি নিউজ পোর্টাল ও ফেসবুক পেজে অধ্যাপক ডা. প্রাণ গোপাল দত্তকে নিয়ে মিথ্যা সংবাদ প্রকাশ করেছে।তিনি বলেন, গত ৩ আগস্ট বিষয়টি ফেসবুক পেজে এ সংক্রান্ত সংবাদ দেখে ডা. প্রাণ গোপাল দত্তের সঙ্গে আমরা যোগাযোগ করি। কিন্তু তিনি এ বিষয়ে কিছুই জানেন না বলে জানিয়েছেন। তাই আমি থানায় সাধারণ ডায়েরি করেছি।চান্দিনা থানার পুলিশ পরিদর্শক (তদন্ত) মো. নূরুল বাশার সাধারণ ডায়েরির বিষয়টি নিশ্চিত করে বলেন, এ বিষয়ে চান্দিনা থানায় গত বুধবার একটি জিডি করা হয়, যার নম্বর- ২০২।এ বিষয়ে অধ্যাপক ডা. প্রাণ গোপাল দত্ত বলেন, অধ্যাপক মো. আলী আশরাফ এমপির মৃত্যুর শোক এখনও কাটেনি। সংসদীয় আসনটি শূন্যও ঘোষণা হয়নি। এরই মধ্যে একটি কুচক্রি মহল উদ্দেশ্যপ্রণোদিতভাবে মিথ্যা তথ্য দিয়ে সংবাদ প্রচারে লিপ্ত হয়েছে। সম্প্রতি একটি অনলাইন নিউজ পোর্টালে আমাকে জড়িয়ে প্রধানমন্ত্রীর উপসচিবের বরাদ দিয়ে সংবাদ প্রকাশ করেছে। এ বিষয়ে আমি নিজেও কিছু জানি না। এটি একটি রাজনৈতিক ষড়যন্ত্র বলে মনে করেন তিনি।প্রসঙ্গত, গত ৩০ জুলাই রাজধানীর স্কয়ার হাসপাতালে নিউমোনিয়া রোগে আক্রান্ত হয়ে চিকিৎসাধীন অবস্থায় মৃত্যুবরণ করেন কুমিল্লা-৭ (চান্দিনা) আসন থেকে পাঁচবার নির্বাচিত সংসদ সদস্য অধ্যাপক মো. আলী আশরাফ।","['Politics', 'Discourse']",Investigative
64,"<p class=""BYLINE"">নিজস্ব প্রতিবেদক | জুলাই ১০</p>",['Discourse'],Straight
